"id","lotto_number","lotto_round","lotto_set","lotto_year","lotto_item","lotto_price_due","lotto_price","scanner_uuid","buyer_uuid","lotto_url","lotto_bc_ref","lotto_bc_hash","lotto_type","lotto_status","create_at","create_by","update_at","update_by","payment_id","lotto_uuid"
90124568063,"083878","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIQCAAU2Yvn1t+IGQU46rJUjIqzAwSTLpcE4yjt5WUTi5dwIgSk8wmRevVIvi7ww9QESQwG/4spFpCM0Y4B/v3P+r6Lw=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110083878"
90124568064,"103846","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIBfj2KoOEPvg1w8mMnEMru/Rpn4cV64qsdgIa6QGTBwEAiAp5yMUkUgMvZxDgYfzl+KUEULE1stMC/YbSBQAMqExog==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110103846"
90124568065,"116492","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEYCIQDX3U5vctXsFbXtL7c+mwGqVz+G9LZVS8wu1+ZJGvifbwIhANw/8oA6LFs7p6/7QFAjZOpdbfqrg8kJMBHoX5PxHAu6,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110116492"
90124568066,"118134","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIE4oH3H60FUMO8WFAajZ3fFV+6yuCoEkjDlV41tHLiuZAiABKw8Rni951YnPX6Be2UoxZEcy/ZyLR4kbhWjitez5xg==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110118134"
90124568067,"122311","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIEX16u0HOSTzQOIdj+n9QhLBMSRwfXDWyFHoFZOAkqqdAiEA/x7UrexVxOXFfQoqdlVxTq+ivuYIpaAsRU566f10diI=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110122311"
90124568068,"123123","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIALgUL3Z+URCi4d9dreng8tQ3XtncYZYZu2Ya51DZEv2AiEAit4NX9gu0yr9ttsmK4an85sL/91RpSo2M1R08LvT2gA=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110123123"
90124568069,"156732","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIBsiCnx7bKzi20Jefg29VYmgdOUV/Y9ESb0/J9r9k4a4AiBqKws0nU9aIHwsJYUbuI8mR9DJtspaa95GgqrHGsHUYw==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110156732"
90124568070,"157227","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIQDuVECMtVULoX3nQotPtId5QyuB5u8FeGzu4OxMyv9NiAIgK4b45sDYNSD93bl6cQ9wD9gBOe8II0ietmEtWu4bpgA=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110157227"
90124568071,"164508","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIAaS5wOxJi47UOWjQR0sTH0PBnakA/iPBHlT7yEIDjg5AiA289sARt8NqN/GTJbpbPTJevJ3HnVVjbCFb3hDff3KGA==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110164508"
90124568072,"175436","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEYCIQC80IWW1oSgLHH+hjjpmEIghBVQdHagaqY+Zc4G0A3VMQIhAOrGvfO6ZYbTh9HVhS5O5XHsE7b0E2Co7bByd4y7jMDQ,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110175436"
90124568073,"178462","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCICNkRAsK1k8yOgqe9Er1fa2p/Vpj6EkGsiTg3caZSaTpAiEA2Y5rRkyZzyB5QxW/p+hM/5A9oYHorJMMTlqw7lVpz0c=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110178462"
90124568074,"185180","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIQCkMNrMjkyqHWj68qw7wXzl8fv5PGqjya1h1GJ9+Gfz+AIgQJvVHFOaV5TboN2ITRyh4SpkS5LvJ8fPF55oIkkhojg=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110185180"
90124568075,"187893","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIAeCOLBXpCiRlaAXvKDPsS6SPQtoEo+blqqDjgEhlyd/AiEAvA2Ew4SfXGGd9x9xRy8I/qBpGbToM0u0G4oZGKZREXU=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110187893"
90124568076,"190785","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEYCIQDJC9URExah7csSsLbVN5SGj92GS/hSurqCZUQPF+SzsAIhAIB+N2qpajCDuLsPLptNA4DwVvtf3FMIZhhPEzyUwHS1,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110190785"
90124568077,"197822","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIF4LYJkNfaoG9izuX0jQYqTqTyyBVxm0R4zXuL/RxD+OAiBivMdoKKqS5XDLDUOXx7SVBLvWju5VWBpNCmsBM8ro7Q==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110197822"
90124568078,"200914","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIQDssNz6fPvze6Wtu8Po+fuk7vX8aqvCSG/rQ9Cri7ScuwIgYSj4bDugJ/Se/amawLqGObxO7kX0CdDHqAO7XNgkQrw=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110200914"
90124568079,"206368","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIQCki3OCUlIou4/TgtzbB3i6ts1Mo/hyIXBphI+nkD/LLgIgPFV7e/NEdRZxlVx2fiZW1933VlnbS8SUhpdHnEZjmW4=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110206368"
90124568080,"212743","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCICDpPMjGeM2U0prh0Imv+cLYfZvkxCE1tiHyq7LVxNqDAiAk5b0stqAf/tYEDKrqCb6gnUjiiYCJlQAXYB4QcNLj6g==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110212743"
90124568081,"226450","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIAVLAeA8i1wRSApA9n8ehLmRjpZ83E977L7+3/oVXqdsAiALt13fc+Yp9bgsPeAz1istDisMckwZ5dNyqy9dfT4ioA==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110226450"
90124568082,"269879","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCICndGhWSH3XKFz/bR3ufYGgxFZB/LJYXAQ3r3QOdwrwCAiEA424IC7LIV3OoJt/u873ugzHI8PP45pjnP/IxapX6WqE=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110269879"
90124568083,"271200","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIDj9/CdTueZfjX7khe/8GCJvjiM41+XpVfE9wUlNbxuRAiBXDAFrPeSnYdLyGxQuUAV8FI/ChiF0Ln1qo/yaTVgWbQ==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110271200"
90124568084,"277997","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEYCIQCEw5f7ufCWZMJHE4IkLEM+KzFP8IxCsS/DypfjAdYfxwIhANPl2Q/WbkODuE2SHNrscmV4UylSlwm9CI3iRKG5Xr5e,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110277997"
90124568085,"282733","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIHW31EWmeXe65fUsSKI5xdB19TxE0cmjXgaWOw1gg89wAiATZMuXO5Ns0mQWRxuprcxEA8QzI7IJC4gii9typ514Zg==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110282733"
90124568086,"313206","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIQDtzEsUD7oV3i7k9iadDM9DNlBP2WpGNfzTkZuiUFSkHQIgQuMaAzTVAkgjFrOP2S4Hy5Ta5F1TFVAcfIIlodm/foA=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110313206"
90124568087,"324774","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEYCIQDdk6ieWojcUEbOlCRucYHQTI6q4eIGzAL5hRyKRoFTRwIhAM2zJsleYAwavKDAPIp12tgO8hBFzP7KoQK6D+p3abN4,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110324774"
90124568088,"333257","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIGIeC7f3NPFPejrX9ftPchrJBCnKkVKmBr5Gn+5H7F3uAiANhVsGLqnkkx9tyfHUDXvM7tYvLhk8+PEFueFBxPVAkg==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110333257"
90124568089,"347194","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIF3ihGIqj5GptczkGKyFK8qLPObKftcMKAy6hT1IUdwzAiBxPz1v/4dfjeyH8Lkbmy4K/cwSq9tKHcgOcHNH7Hd9Ng==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110347194"
90124568090,"358355","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCID8Wnl5Ra1VBad0V5P+8m4z1SYCF+aXYn/f/1FS+wIEiAiBHqpdaegw0BRNk4FQ+rs4lfndeL9lhnrs+vNTp9pwv6Q==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110358355"
90124568091,"361465","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEYCIQC/Bnaye3ELS3peSpMYlyvzGx1MMfREIx3qaVgVDP8ZqAIhAM2rPf964Cui7M4V09uE8PXozF7iQ2wHVqVDuB3zEH5l,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110361465"
90124568092,"367076","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEYCIQCoBWBCkwM16cO+umfDLekb6xEHSQeW1hw9RRqUQziMNwIhANBvsyFTNPgGOJjER0l/8/P6fbj012IRBkxSLswV6lD8,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110367076"
90124568093,"372959","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEYCIQCB7KnDYWAGVDSOYc1/Bx5OyE/CQQY5XslHVjekAWop/QIhAMxn57bfldBuWa4qaCKgebP9bNDleoiYU3/pzeUlbITH,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110372959"
90124568094,"415325","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIDcjHquTE7iu9hkiHHsUIyRcWgmwU49gDA07FV6Otjh2AiAZ4VhI3xU9NZcKmWP3nYV2l4Y6fQgqKGSRlX2+slHGsw==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110415325"
90124568095,"419602","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIQDuIh2r4GUbd5CZgNxXUPjcdRYf73zlx2nFFO+9PspVRQIgNTIFwfZR0DJNwdpb2dJ5oBe47R+IUF7aQbpMKmVh9d8=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110419602"
90124568096,"433581","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCICIJPR+8akcywLPioGr39IYf4VQfeT6rBFclyzjibQzyAiEAhNaYmeiR1xXJRBBd8lBDTXYWiJk0DQNgG3HvWBwQBmc=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110433581"
90124568097,"473470","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIEg6xGoEG77qc3odwHMngh6A4tUlkWv70Xqaru5SJ0K6AiEAqtSnTCyTa0UMwjPqo9l3wuCB1FI9s7O9nSlXiEpvzt8=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110473470"
90124568098,"514916","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEQCIBtl3h7Y/rJM69GNEgjZZpBG8NDzZH/0mtsDdrIjxROaAiAbo8dOQ5E9BIELQsQOWtICCa1R8RVCdUQt+8EjYuOI4w==,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110514916"
90124568099,"522886","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIA0b9lOl9WcXuA5qjWsKdNIZHTBe9DKurtFdiPptOB2oAiEAmFZhezFpoJfzJUUCnT0zxLo03BQudLHv8eEp7tuDhmA=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110522886"
90124568100,"527012","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIGor5aEcaOT14P5+Asi0savxanK1SyelEZkyd1m6et1EAiEAljcxCKPFftWnzrByP/iDeaxeKmAMkVZD5G8imQm+CHc=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110527012"
90124568101,"539110","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIAk2rqzI5FV2K2zSkg7BGjCFvc7I8AU+IBuzkqs6z7xBAiEA7R2JFcbFTPsPNcBBbRYAQpqqihwQm5CiYtz4eZpKv4U=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110539110"
90124568102,"541656","51","10","54","8861","3011-02-01 00:00:00",80,"47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","47c1aa41ba668877468339cba9a508bb091d7f07bda550617bbe9a5262bc95f6","3011-02-01-01.jpg","1805767",MEUCIQD0NFJDg+t91IbH54mFVAVW9eV6gc5r4oRjxtJ1bg2vHAIgaiYSh3jb1fDlM42nciU78hx+cHhNgxrIP3Y9DQY4N0o=,"01",transfered,"2024-02-07 10:15:18","","2024-02-07 13:39:32",,,"545110541656"
