"id","lotto_number","lotto_round","lotto_set","lotto_year","lotto_item","lotto_price_due","lotto_price","scanner_uuid","buyer_uuid","lotto_url","lotto_bc_ref","lotto_bc_hash","lotto_type","lotto_status","create_at","create_by","update_at","update_by","payment_id","lotto_uuid"
90124718436,"379010","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQDz82t38Iysbwb2/sXwBOxSxH7oJ+O/+trRfASQm1XYkwIhAN14KHGGw7sqVfygjwo9OTMAIEqMuGNm000/xvi/CVKJ,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379010"
90124718437,"379011","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQC1fxt1Xy/EFExwkSc4UsPf7YgXWOOnLIDk0N2ywJn/AgIgIXsLgmGMrXzlOxznfKlto0EllWdB9mb+bIzFsARdyXk=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379011"
90124718438,"379012","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQDTE3b5MOlV2sUEYhO21Cvaz1+9CjMpKiej94dCdaZKiAIhAPoB5f8sfSYKh5YKqGBD2XgdDUneo+Ls0bmuvFZPtzTS,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379012"
90124718439,"379013","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIBZlrqEzyX8QqDx9O/hVq8az1yWDMiiHe6mjHLdj+nwrAiAj+rtuEyRIcB58R3SASAkRygWhkRc6Zd8c7jRe81xk1A==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379013"
90124718440,"379014","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIA1Yn28axw++7EdmEuDCbVBdQxlDYgkOQWfgduiulNgXAiBqB9NvPMhcdWE33XB3zO2uOoGfll6O7LAurPN379TqjA==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379014"
90124718441,"379015","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQCJbxyYDFIxz6pAIDhS1e5R0cRFmU72pDGogakV6lMAIAIgAiZiUWICp+NVFiW8VKulpHWxfzPW5T17TWB1+thN31Q=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379015"
90124718442,"379016","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCICQaJaMlWl4MF6+caAWacAETkpOc63vwkuowfqlLyACDAiEA9gn7fV27YWg8dB58vW+r/JpVV4H2epo/h1pSq4rmdgc=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379016"
90124718443,"379017","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQDFLBSpCB46d2DybMpEoVshy4gq2zaXlOk0xpMVZO7OxAIhAJKem3LmSpcYMQ4J9vKPzsVvAsjc9TghlEVVY+Onnwi3,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379017"
90124718444,"379018","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQDIYVWicI6tFodnEq3EFbqXBEKLjepUEXI1hjvOliFKggIgbWbrYagcpQv8r2PYIN21Uzyh/ft8Lf9HHMEGyMFUWU0=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379018"
90124718445,"379019","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQCP0mO2TVucNViouyxSX+/ppdUIC4NE4TXqZ0NhMxN9CAIgQ7APV896VqvzguKgi4ejOqBTo5YCfW/nKTMMY0Zezgw=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379019"
90124718446,"379020","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQCWvkkbOeFRLGPhKle68wWuT45oo2pGuGFbYnV2RGlkVAIhAMr0Njh7DX1uV41fenEXaK5gI614Xu8e82KnKyt4UCrY,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379020"
90124718447,"379021","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQCNDWqO0sCwFPP2AEMpox2YFiX0gZDyBTP+nKVF7kGhxwIgVAe7fyCNNw/r9AOd3MDXq8rJSrTvR6tJrlTQl5zieIg=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379021"
90124718448,"379022","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIA0kwGNaqLeZIl6u5h/z+C6waL8ySmQCVm1WojpRu+nxAiBXS8xfgr34PL4+orhA786rngSRFEeqlBqqA3bVE03RZA==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379022"
90124718449,"379023","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIHjLBqmj6hxYiXAdz5PAcDxaNPTxLHotb5AhhBW2BIEPAiAa0vALI2VH388nOyoyLor0dZW6KMX367wNqJE7r1MsFw==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379023"
90124718450,"379024","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQDZqGftLXLnmsJEFOPFCFGW4y6C+YjntCKB0WaOMlY4bAIhAPrAigdDsKlp+MLj1l+AWgiaOjLBNr7y7DVw77Q0+la6,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379024"
90124718451,"379025","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIBBaUdjbK1EAuJqVHeFsruX+1U7wT7k+QTLkz+IlzuARAiAmENchHf6Ds9rVLHTXy79MlIeB0HrJtcgN1dDFMAzWbg==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379025"
90124718452,"379026","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQDbA7MvQNX1zclMzckvTJdCggd14WUdj5dQt4pyWftrJAIhAPFGC13UNkzCKS9dNCy+xfHjSnufVB5EqwTOvDAkokob,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379026"
90124718453,"379027","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIBJt26ERNUyh9VOsZwoJQMk3GumCdNRgm7O9xtHW/85MAiAmZaEdbABSBqau3dhnNthHVCSkM8W4dHjfZXQJfBovEA==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379027"
90124718454,"379028","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIANHpnN8ceo8tP5fm5tri5wPXjD6ZSSstnJzW+PDQihzAiBqPr6ee/c0gEoF7STm5PPwf4730BQLmLOlqjUmm5ernQ==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379028"
90124718455,"379029","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQCgmnrgzZHGKJZ6B54PmI5QdL6TWminVZ0RqerE9ssjwAIhAO/ZSOBdByp26AOgDR9HSZzFCNU9FUvjl8U/aDo92sQY,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379029"
90124718456,"379030","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQCwOhyWf4TTqnNQOSlM+b6Hprna9cZNG6W6t1ZBTZrEAgIhALF1RiGGUz7G9N+oMG0MiBW+4RTfp+n6WcLEvTdIGE+q,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379030"
90124718457,"379031","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQDMX6RvTgiPMtMLzpbWtZUtC4hZud/lYgglLkNfDtPzmwIgX2Hzwuq5QewbpCJBEajAob7qjMCIvD8genC9OM3jTKQ=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379031"
90124718458,"379032","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIB6wMxy09FTt9YXwd5wRRhF6dn9SFnqU0ciy8kbUlCd4AiEAsW4JKuqBIPzBt7B0816Lengx/QiVoCpIUfychM7hLD8=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379032"
90124718459,"379033","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQDEzdmQcq1ZoLl7mZIOomhbtgncppGZPvC9K2j3NfJKngIgUAL+B/wsETiP2z3c6+dhgRnuUe6lCNGtsIUWDvmj7m8=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379033"
90124718460,"379034","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQCwKwCwClst0+bJO6+WE+Bf6k6/hU0tRwljOljl+PIguQIgDG1ymlbc1+e1Enhjiw0q9ubMB5GQUZ+pJQ8PfV5x6e0=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379034"
90124718461,"379035","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIBlVNxeREVEAQ/CawKRIK880HViommKUlZXH24VkuqQlAiBKsqfI0oEo/AZruMQkKE70r9FZgxioZxARB8rO2Aq9Eg==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379035"
90124718462,"379036","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQDcxW5+iNuxcv6Om/ti2JP7Vvv0LqKEwRADlVEL7St6vgIhANgucwcJIWLB3xIoKpWbkFpvjvXJf8VXepHJasUGXOsj,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379036"
90124718463,"379037","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIGpjjisnxzP1OZzIJbC2qD+7IbTdG5vKfD410eBHLEvzAiEA337L/pDCLqLjBQ2zB9zNiZxN1NfW+JzSO9luAMk1I6k=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379037"
90124718464,"379038","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQCKLdPUNiniEOmwy7kUJw7EzvWeFDIAHQ3jU+K/mQZULgIgWwEpWMq6RB9NebMFx2WPrfX5STSo+wFYqoCqocXmKtk=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379038"
90124718465,"379039","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQCb6CtDGaxcr4+FrpaFbfAn7zh3XM87Vw8NkRzOJ/ibDQIhAOn4ELCi59GsXjfq2CQEOLEEgBJN7z6/nmIBoxYMWSVl,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379039"
90124718466,"379040","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIC/c3SI4KH1378c4/S+TOXUCreYljUX7XAZzXPrzkp1qAiBuwuDV73qxv9BYJYKgpUay0tzsvXeDzbJSTo3lD4QO/Q==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379040"
90124718467,"379041","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIE0+5ICGmrsARzJTXg3vd+MDsZWFwLD7uvHxueVw6pVjAiEAqYH4ukN38sB5UR+LwQ3JeMEuLn2bagT2E3SzXrek+ic=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379041"
90124718468,"379042","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIC9gwVENIzzW6L64oaZTdaDKRjH353P0WCx1P0iN6VAPAiBwjbC+3QGDQ9LgChgFYLoyZqT9E4c057n+MT1hM6YFig==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379042"
90124718469,"379043","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEYCIQCBralsHxNwhW1BnUNWEeSuuGT4iasMhqz1VrCK+SEYTgIhAOxUrqYAds+X9H5iI6w2rZ01cuFYtsCB6gHwxa1a7r/H,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379043"
90124718470,"379044","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEQCIF2SGkocjmfhY5S/dGeW47zwV30IuJPgBfwl5qWfVaS4AiB2Eyl0KILyA/0DS+GM8X+o2rW4Z0LtukSAlwQZ3NL+9w==,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379044"
90124718471,"379045","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQDK3LRXOsWDLvTFp0k1ZgTesOEuaiGnJV0cegPl/LF1DwIgM4R5lTrrMmmS8WBnrje+NBJDI/5xre7I1hInpDAfzmg=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379045"
90124718472,"379046","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCICzmCFB7lBv02ceZwmLXoGT5wIjshelgk1Awg3UqoQpEAiEAttOs4H1LOaHtBguABlfrEdvnjMVn3qzEW2UcuJH3WuQ=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379046"
90124718473,"379047","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIFDdUuIdAB44vb8pqe/Q51p1WF/AV3KoJWg+7PMkf9uiAiEA8P3B+f4y03GcKgJq28VW8UPfqh0XcITCsc2d/LyG9TE=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379047"
90124718474,"379048","68","00","54","3790","3011-10-16 00:00:00",80,"97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","97a136db1d2bf20a6588fbf5702e48c292c5bd517e1b7da840d9c76915fd39f1","3011-10-16-01.jpg","1806309",MEUCIQCmXDLgqRd8D8I87v1cP6XqSU83BREzvZGhLNigcRZF8wIgRTPNGjtOJ4sN9UyyXPkY/85JTomSfFA85XJYUsvvDFI=,"01",transfered,"2024-03-26 15:15:52","","2024-03-27 16:44:03",,,"546800379048"
